Stazione,IQA,PM10µg/m³,PM2.5µg/m³,NO2µg/m³,COmg/m³,SO2µg/m³,O3µg/m³,O3*µg/m³,C6H6µg/m³,CO2ppm,Date
Via Sacco Pescara (PE),Mediocre,15,--,34,--,--,123,118,--,--,2024-05-11
Via Sacco Pescara (PE),Accettabile,15,--,27,--,--,107,103,--,--,2024-05-10
Via Sacco Pescara (PE),Accettabile,17,--,30,--,--,105,102,--,--,2024-05-09
Via Sacco Pescara (PE),Accettabile,19,--,32,--,--,109,106,--,--,2024-05-08
Via Sacco Pescara (PE),Accettabile,15,--,40,--,--,114,108,--,--,2024-05-07
Via Sacco Pescara (PE),Accettabile,11,--,55,--,--,108,104,--,--,2024-05-06
Via Sacco Pescara (PE),Accettabile,11,--,52,--,--,102,99,--,--,2024-05-05
Via Sacco Pescara (PE),Accettabile,6,--,33,--,--,102,99,--,--,2024-05-04
Via Sacco Pescara (PE),Accettabile,10,--,16,--,--,102,102,--,--,2024-05-03
Via Sacco Pescara (PE),Accettabile,19,--,50,--,--,108,100,--,--,2024-05-02
Via Sacco Pescara (PE),Accettabile,21,--,54,--,--,118,113,--,--,2024-05-01
Via Sacco Pescara (PE),Accettabile,15,--,51,--,--,115,110,--,--,2024-04-30
Via Sacco Pescara (PE),Accettabile,17,--,41,--,--,116,106,--,--,2024-04-29
Via Sacco Pescara (PE),Accettabile,15,--,42,--,--,114,110,--,--,2024-04-28
Via Sacco Pescara (PE),Accettabile,10,--,51,--,--,112,107,--,--,2024-04-27
Via Sacco Pescara (PE),Accettabile,10,--,28,--,--,111,108,--,--,2024-04-26
Via Sacco Pescara (PE),Accettabile,8,--,22,--,--,114,107,--,--,2024-04-25
Via Sacco Pescara (PE),Accettabile,14,--,35,--,--,98,95,--,--,2024-04-24
Via Sacco Pescara (PE),Accettabile,16,--,25,--,--,110,101,--,--,2024-04-23
Via Sacco Pescara (PE),Accettabile,7,--,17,--,--,95,91,--,--,2024-04-22
Via Sacco Pescara (PE),Accettabile,6,--,36,--,--,110,104,--,--,2024-04-21
Via Sacco Pescara (PE),Accettabile,3,--,49,--,--,105,99,--,--,2024-04-20
Via Sacco Pescara (PE),Accettabile,4,--,26,--,--,103,96,--,--,2024-04-19
Via Sacco Pescara (PE),Accettabile,12,--,20,--,--,106,107,--,--,2024-04-18
Via Sacco Pescara (PE),Mediocre,37,--,14,--,--,121,116,--,--,2024-04-17
Via Sacco Pescara (PE),Accettabile,33,--,69,--,--,112,93,--,--,2024-04-16
Via Sacco Pescara (PE),Mediocre,24,--,58,--,--,141,132,--,--,2024-04-15
Via Sacco Pescara (PE),Mediocre,26,--,76,--,--,149,138,--,--,2024-04-14
Via Sacco Pescara (PE),Accettabile,20,--,62,--,--,118,111,--,--,2024-04-13
Via Sacco Pescara (PE),Accettabile,23,--,36,--,--,89,83,--,--,2024-04-12
Via Sacco Pescara (PE),Accettabile,25,--,49,--,--,107,101,--,--,2024-04-11
Via Sacco Pescara (PE),Accettabile,21,--,67,--,--,110,106,--,--,2024-04-10
Via Sacco Pescara (PE),Accettabile,20,--,59,--,--,117,110,--,--,2024-04-09
Via Sacco Pescara (PE),Accettabile,19,--,57,--,--,113,107,--,--,2024-04-08
Via Sacco Pescara (PE),Accettabile,18,--,61,--,--,114,107,--,--,2024-04-07
Via Sacco Pescara (PE),Accettabile,14,--,53,--,--,107,103,--,--,2024-04-06
Via Sacco Pescara (PE),Accettabile,15,--,54,--,--,110,106,--,--,2024-04-05
Via Sacco Pescara (PE),Accettabile,10,--,56,--,--,99,95,--,--,2024-04-04
Via Sacco Pescara (PE),Accettabile,8,--,46,--,--,105,104,--,--,2024-04-03
Via Sacco Pescara (PE),Pessima,132,--,37,--,--,116,103,--,--,2024-04-02
Via Sacco Pescara (PE),Pessima,102,--,53,--,--,91,83,--,--,2024-04-01
Via Sacco Pescara (PE),Pessima,108,--,61,--,--,97,83,--,--,2024-03-31
Via Sacco Pescara (PE),Accettabile,32,--,68,--,--,96,88,--,--,2024-03-30
Via Sacco Pescara (PE),Accettabile,18,--,14,--,--,92,90,--,--,2024-03-29
Via Sacco Pescara (PE),Accettabile,22,--,31,--,--,92,86,--,--,2024-03-28
Via Sacco Pescara (PE),Accettabile,26,--,55,--,--,52,83,--,--,2024-03-27
Via Sacco Pescara (PE),Accettabile,9,--,30,--,--,108,103,--,--,2024-03-26
Via Sacco Pescara (PE),Accettabile,16,--,19,--,--,110,101,--,--,2024-03-25
Via Sacco Pescara (PE),Accettabile,25,--,32,--,--,109,104,--,--,2024-03-24
Via Sacco Pescara (PE),Accettabile,20,--,75,--,--,106,96,--,--,2024-03-23
Via Sacco Pescara (PE),Accettabile,25,--,77,--,--,106,94,--,--,2024-03-22
Via Sacco Pescara (PE),Accettabile,19,--,70,--,--,100,94,--,--,2024-03-21
Via Sacco Pescara (PE),Accettabile,12,--,50,--,--,96,92,--,--,2024-03-20
Via Sacco Pescara (PE),Accettabile,29,--,50,--,--,78,65,--,--,2024-03-19
Via Sacco Pescara (PE),Accettabile,28,--,66,--,--,108,97,--,--,2024-03-18
Via Sacco Pescara (PE),Mediocre,38,--,69,--,--,97,86,--,--,2024-03-17
Via Sacco Pescara (PE),Accettabile,25,--,81,--,--,107,101,--,--,2024-03-16
Via Sacco Pescara (PE),Accettabile,21,--,79,--,--,101,89,--,--,2024-03-15
Via Sacco Pescara (PE),Accettabile,24,--,73,--,--,92,86,--,--,2024-03-14
Via Sacco Pescara (PE),Accettabile,18,--,63,--,--,93,85,--,--,2024-03-13
Via Sacco Pescara (PE),Accettabile,13,--,35,--,--,89,77,--,--,2024-03-12
Via Sacco Pescara (PE),Accettabile,33,--,39,--,--,89,82,--,--,2024-03-11
Via Sacco Pescara (PE),Accettabile,35,--,74,--,--,80,62,--,--,2024-03-10
Via Sacco Pescara (PE),Accettabile,26,--,64,--,--,94,85,--,--,2024-03-09
Via Sacco Pescara (PE),Accettabile,19,--,70,--,--,75,67,--,--,2024-03-08
Via Sacco Pescara (PE),Accettabile,20,--,44,--,--,89,79,--,--,2024-03-07
Via Sacco Pescara (PE),Accettabile,19,--,61,--,--,93,83,--,--,2024-03-06
Via Sacco Pescara (PE),Accettabile,13,--,54,--,--,89,80,--,--,2024-03-05
Via Sacco Pescara (PE),Accettabile,23,--,76,--,--,95,84,--,--,2024-03-04
Via Sacco Pescara (PE),Accettabile,23,--,62,--,--,85,78,--,--,2024-03-03
Via Sacco Pescara (PE),Accettabile,21,--,70,--,--,87,77,--,--,2024-03-02
Via Sacco Pescara (PE),Accettabile,20,--,40,--,--,89,88,--,--,2024-03-01
Via Sacco Pescara (PE),Mediocre,43,--,47,--,--,88,84,--,--,2024-02-29
Via Sacco Pescara (PE),Mediocre,42,--,81,--,--,82,71,--,--,2024-02-28
Via Sacco Pescara (PE),Accettabile,22,--,64,--,--,86,75,--,--,2024-02-27
Via Sacco Pescara (PE),Accettabile,22,--,55,--,--,89,79,--,--,2024-02-26
Via Sacco Pescara (PE),Accettabile,16,--,53,--,--,89,84,--,--,2024-02-25
Via Sacco Pescara (PE),Accettabile,11,--,25,--,--,96,94,--,--,2024-02-24
Via Sacco Pescara (PE),Accettabile,24,--,58,--,--,95,86,--,--,2024-02-23
Via Sacco Pescara (PE),Accettabile,22,--,74,--,--,84,75,--,--,2024-02-22
Via Sacco Pescara (PE),Scadente,52,--,74,--,--,80,73,--,--,2024-02-21
Via Sacco Pescara (PE),Scadente,59,--,81,--,--,79,66,--,--,2024-02-20
Via Sacco Pescara (PE),Scadente,54,--,55,--,--,112,99,--,--,2024-02-19
Via Sacco Pescara (PE),Mediocre,43,--,68,--,--,89,75,--,--,2024-02-18
Via Sacco Pescara (PE),Mediocre,39,--,69,--,--,74,69,--,--,2024-02-17
Via Sacco Pescara (PE),Accettabile,24,--,76,--,--,82,70,--,--,2024-02-16
Via Sacco Pescara (PE),Accettabile,19,--,76,--,--,75,65,--,--,2024-02-15
Via Sacco Pescara (PE),Accettabile,24,--,51,--,--,59,45,--,--,2024-02-14
Via Sacco Pescara (PE),Accettabile,17,--,70,--,--,64,52,--,--,2024-02-13
Via Sacco Pescara (PE),Accettabile,11,--,40,--,--,84,81,--,--,2024-02-12
Via Sacco Pescara (PE),Accettabile,33,--,53,--,--,77,69,--,--,2024-02-11
Via Sacco Pescara (PE),Accettabile,34,--,64,--,--,86,80,--,--,2024-02-10
Via Sacco Pescara (PE),Mediocre,48,--,82,--,--,74,67,--,--,2024-02-09
Via Sacco Pescara (PE),Scadente,54,--,81,--,--,73,47,--,--,2024-02-08
Via Sacco Pescara (PE),Mediocre,47,--,83,--,--,71,53,--,--,2024-02-07
Via Sacco Pescara (PE),Scadente,51,--,87,--,--,81,61,--,--,2024-02-06
Via Sacco Pescara (PE),Mediocre,41,--,83,--,--,86,65,--,--,2024-02-05
Via Sacco Pescara (PE),Accettabile,32,--,76,--,--,78,61,--,--,2024-02-04
Via Sacco Pescara (PE),Mediocre,45,--,94,--,--,65,50,--,--,2024-02-03
Via Sacco Pescara (PE),Scadente,60,--,91,--,--,73,54,--,--,2024-02-02
Via Sacco Pescara (PE),Mediocre,48,--,88,--,--,67,52,--,--,2024-02-01
Via Sacco Pescara (PE),Mediocre,39,--,81,--,--,85,64,--,--,2024-01-31
Via Sacco Pescara (PE),Accettabile,32,--,70,--,--,70,65,--,--,2024-01-30
Via Sacco Pescara (PE),Mediocre,47,--,65,--,--,79,66,--,--,2024-01-29
Via Sacco Pescara (PE),Scadente,66,--,72,--,--,84,66,--,--,2024-01-28
Via Sacco Pescara (PE),Scadente,52,--,69,--,--,65,47,--,--,2024-01-27
Via Sacco Pescara (PE),Scadente,53,--,65,--,--,49,37,--,--,2024-01-26
Via Sacco Pescara (PE),Mediocre,38,--,76,--,--,53,34,--,--,2024-01-25
Via Sacco Pescara (PE),Mediocre,47,--,74,--,--,65,43,--,--,2024-01-24
Via Sacco Pescara (PE),Accettabile,25,--,83,--,--,74,58,--,--,2024-01-23
Via Sacco Pescara (PE),Accettabile,15,--,66,--,--,83,77,--,--,2024-01-22
Via Sacco Pescara (PE),Buona,15,--,25,--,--,79,74,--,--,2024-01-21
Via Sacco Pescara (PE),Accettabile,17,--,17,--,--,82,79,--,--,2024-01-20
Via Sacco Pescara (PE),Buona,18,--,19,--,--,79,76,--,--,2024-01-19
Via Sacco Pescara (PE),Mediocre,37,--,44,--,--,71,65,--,--,2024-01-18
Via Sacco Pescara (PE),Scadente,54,--,72,--,--,57,35,--,--,2024-01-17
Via Sacco Pescara (PE),Mediocre,41,--,69,--,--,72,37,--,--,2024-01-16
Via Sacco Pescara (PE),Accettabile,34,--,78,--,--,79,60,--,--,2024-01-15
Via Sacco Pescara (PE),Accettabile,20,--,72,--,--,80,68,--,--,2024-01-14
Via Sacco Pescara (PE),Accettabile,27,--,63,--,--,64,51,--,--,2024-01-13
Via Sacco Pescara (PE),Accettabile,29,--,42,--,--,28,24,--,--,2024-01-12
Via Sacco Pescara (PE),Buona,17,--,36,--,--,50,42,--,--,2024-01-11
Via Sacco Pescara (PE),Buona,18,--,30,--,--,49,46,--,--,2024-01-10
Via Sacco Pescara (PE),Buona,18,--,22,--,--,57,41,--,--,2024-01-09
Via Sacco Pescara (PE),Buona,18,--,35,--,--,52,38,--,--,2024-01-08
Via Sacco Pescara (PE),Mediocre,37,--,55,--,--,67,49,--,--,2024-01-07
Via Sacco Pescara (PE),Mediocre,44,--,82,--,--,29,19,--,--,2024-01-06
Via Sacco Pescara (PE),Accettabile,14,--,73,--,--,81,77,--,--,2024-01-05
Via Sacco Pescara (PE),Buona,17,--,13,--,--,77,75,--,--,2024-01-04
Via Sacco Pescara (PE),Mediocre,37,--,64,--,--,63,46,--,--,2024-01-03
Via Sacco Pescara (PE),Accettabile,25,--,60,--,--,77,75,--,--,2024-01-02
Via Sacco Pescara (PE),Mediocre,40,--,72,--,--,71,51,--,--,2024-01-01
Via Sacco Pescara (PE),Accettabile,29,--,71,--,--,72,56,--,--,2023-12-31
Via Sacco Pescara (PE),Mediocre,39,--,77,--,--,63,42,--,--,2023-12-30
Via Sacco Pescara (PE),Mediocre,42,--,71,--,--,52,34,--,--,2023-12-29
Via Sacco Pescara (PE),Accettabile,26,--,70,--,--,62,42,--,--,2023-12-28
Via Sacco Pescara (PE),Accettabile,26,--,59,--,--,74,56,--,--,2023-12-27
Via Sacco Pescara (PE),Accettabile,28,--,55,--,--,71,58,--,--,2023-12-26
Via Sacco Pescara (PE),Accettabile,24,--,64,--,--,69,66,--,--,2023-12-25
Via Sacco Pescara (PE),Accettabile,21,--,67,--,--,76,60,--,--,2023-12-24
Via Sacco Pescara (PE),Accettabile,29,--,81,--,--,75,59,--,--,2023-12-23
Via Sacco Pescara (PE),Mediocre,49,--,72,--,--,60,38,--,--,2023-12-22
Via Sacco Pescara (PE),Mediocre,38,--,76,--,--,45,32,--,--,2023-12-21
Via Sacco Pescara (PE),Mediocre,37,--,92,--,--,64,38,--,--,2023-12-20
Via Sacco Pescara (PE),Accettabile,30,--,85,--,--,62,43,--,--,2023-12-19
Via Sacco Pescara (PE),Accettabile,15,--,56,--,--,71,59,--,--,2023-12-18
Via Sacco Pescara (PE),Buona,16,--,20,--,--,75,70,--,--,2023-12-17
Via Sacco Pescara (PE),Buona,16,--,29,--,--,59,52,--,--,2023-12-16
Via Sacco Pescara (PE),Accettabile,17,--,51,--,--,80,71,--,--,2023-12-15
Via Sacco Pescara (PE),Accettabile,26,--,50,--,--,69,43,--,--,2023-12-14
Via Sacco Pescara (PE),Mediocre,40,--,45,--,--,48,51,--,--,2023-12-13
Via Sacco Pescara (PE),Accettabile,22,--,60,--,--,58,53,--,--,2023-12-12
Via Sacco Pescara (PE),Accettabile,33,--,59,--,--,63,49,--,--,2023-12-11
Via Sacco Pescara (PE),Mediocre,38,--,55,--,--,53,37,--,--,2023-12-10
Via Sacco Pescara (PE),Accettabile,28,--,65,--,--,63,48,--,--,2023-12-09
Via Sacco Pescara (PE),Accettabile,22,--,57,--,--,60,44,--,--,2023-12-08
Via Sacco Pescara (PE),Accettabile,32,--,63,--,--,53,37,--,--,2023-12-07
Via Sacco Pescara (PE),Accettabile,28,--,54,--,--,34,20,--,--,2023-12-06
Via Sacco Pescara (PE),Accettabile,13,--,62,--,--,66,59,--,--,2023-12-05
Via Sacco Pescara (PE),Accettabile,17,--,16,--,--,84,85,--,--,2023-12-04
Via Sacco Pescara (PE),Mediocre,40,--,10,--,--,90,90,--,--,2023-12-03
Via Sacco Pescara (PE),Accettabile,22,--,18,--,--,94,88,--,--,2023-12-02
Via Sacco Pescara (PE),Accettabile,29,--,72,--,--,80,71,--,--,2023-12-01
Via Sacco Pescara (PE),Accettabile,27,--,67,--,--,62,47,--,--,2023-11-30
Via Sacco Pescara (PE),Accettabile,28,--,70,--,--,78,66,--,--,2023-11-29
Via Sacco Pescara (PE),Accettabile,18,--,60,--,--,77,61,--,--,2023-11-28
Via Sacco Pescara (PE),Accettabile,16,--,63,--,--,77,66,--,--,2023-11-27
Via Sacco Pescara (PE),Buona,12,--,36,--,--,71,67,--,--,2023-11-26
Via Sacco Pescara (PE),Accettabile,34,--,53,--,--,56,34,--,--,2023-11-25
Via Sacco Pescara (PE),Accettabile,18,--,43,--,--,54,51,--,--,2023-11-24
Via Sacco Pescara (PE),Buona,11,--,11,--,--,63,60,--,--,2023-11-23
Via Sacco Pescara (PE),Accettabile,27,--,46,--,--,44,35,--,--,2023-11-22
Via Sacco Pescara (PE),Accettabile,22,--,67,--,--,72,55,--,--,2023-11-21
Via Sacco Pescara (PE),Accettabile,12,--,70,--,--,91,74,--,--,2023-11-20
Via Sacco Pescara (PE),Accettabile,10,--,64,--,--,81,65,--,--,2023-11-19
Via Sacco Pescara (PE),Buona,n.d.,--,15,--,--,78,69,--,--,2023-11-18
Via Sacco Pescara (PE),Accettabile,n.d.,--,54,--,--,75,60,--,--,2023-11-17
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2023-11-16
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2023-11-15
Via Sacco Pescara (PE),Accettabile,21,--,64,--,--,74,58,--,--,2023-11-14
Via Sacco Pescara (PE),Accettabile,17,--,53,--,--,78,63,--,--,2023-11-13
Via Sacco Pescara (PE),Accettabile,11,--,66,--,--,83,77,--,--,2023-11-12
Via Sacco Pescara (PE),Accettabile,12,--,62,--,--,77,59,--,--,2023-11-11
Via Sacco Pescara (PE),Accettabile,15,--,68,--,--,84,67,--,--,2023-11-10
Via Sacco Pescara (PE),Accettabile,9,--,77,--,--,87,61,--,--,2023-11-09
Via Sacco Pescara (PE),Accettabile,13,--,48,--,--,75,73,--,--,2023-11-08
Via Sacco Pescara (PE),Accettabile,14,--,24,--,--,83,81,--,--,2023-11-07
Via Sacco Pescara (PE),Accettabile,10,--,5,--,--,89,84,--,--,2023-11-06
Via Sacco Pescara (PE),Accettabile,7,--,17,--,--,83,79,--,--,2023-11-05
Via Sacco Pescara (PE),Accettabile,10,--,17,--,--,93,90,--,--,2023-11-04
Via Sacco Pescara (PE),Accettabile,15,--,46,--,--,94,80,--,--,2023-11-03
Via Sacco Pescara (PE),Accettabile,13,--,52,--,--,69,61,--,--,2023-11-02
Via Sacco Pescara (PE),Accettabile,15,--,51,--,--,88,83,--,--,2023-11-01
Via Sacco Pescara (PE),Accettabile,20,--,69,--,--,78,51,--,--,2023-10-31
Via Sacco Pescara (PE),Accettabile,10,--,48,--,--,92,88,--,--,2023-10-30
Via Sacco Pescara (PE),Accettabile,11,--,43,--,--,91,88,--,--,2023-10-29
Via Sacco Pescara (PE),Accettabile,16,--,10,--,--,89,87,--,--,2023-10-28
Via Sacco Pescara (PE),Accettabile,14,--,46,--,--,85,82,--,--,2023-10-27
Via Sacco Pescara (PE),Accettabile,14,--,26,--,--,93,89,--,--,2023-10-26
Via Sacco Pescara (PE),Mediocre,41,--,31,--,--,90,69,--,--,2023-10-25
Via Sacco Pescara (PE),Accettabile,10,--,39,--,--,91,85,--,--,2023-10-24
Via Sacco Pescara (PE),Accettabile,9,--,59,--,--,88,82,--,--,2023-10-23
Via Sacco Pescara (PE),Accettabile,24,--,20,--,--,99,89,--,--,2023-10-22
Via Sacco Pescara (PE),Scadente,57,--,68,--,--,88,86,--,--,2023-10-21
Via Sacco Pescara (PE),Accettabile,31,--,41,--,--,88,80,--,--,2023-10-20
Via Sacco Pescara (PE),Accettabile,12,--,41,--,--,86,79,--,--,2023-10-19
Via Sacco Pescara (PE),Accettabile,9,--,37,--,--,84,76,--,--,2023-10-18
Via Sacco Pescara (PE),Accettabile,12,--,45,--,--,79,72,--,--,2023-10-17
Via Sacco Pescara (PE),Accettabile,23,--,36,--,--,91,88,--,--,2023-10-16
Via Sacco Pescara (PE),Accettabile,24,--,34,--,--,103,94,--,--,2023-10-15
Via Sacco Pescara (PE),Accettabile,25,--,57,--,--,106,87,--,--,2023-10-14
Via Sacco Pescara (PE),Accettabile,33,--,66,--,--,111,101,--,--,2023-10-13
Via Sacco Pescara (PE),Accettabile,27,--,50,--,--,114,102,--,--,2023-10-12
Via Sacco Pescara (PE),Accettabile,33,--,72,--,--,110,96,--,--,2023-10-11
Via Sacco Pescara (PE),Accettabile,33,--,72,--,--,104,81,--,--,2023-10-10
Via Sacco Pescara (PE),Mediocre,27,--,82,--,--,137,127,--,--,2023-10-09
Via Sacco Pescara (PE),Mediocre,16,--,66,--,--,121,109,--,--,2023-10-08
Via Sacco Pescara (PE),Accettabile,19,--,43,--,--,107,96,--,--,2023-10-07
Via Sacco Pescara (PE),Accettabile,20,--,64,--,--,106,99,--,--,2023-10-06
Via Sacco Pescara (PE),Accettabile,24,--,39,--,--,101,91,--,--,2023-10-05
Via Sacco Pescara (PE),Accettabile,25,--,52,--,--,106,94,--,--,2023-10-04
Via Sacco Pescara (PE),Accettabile,33,--,70,--,--,109,101,--,--,2023-10-03
Via Sacco Pescara (PE),Accettabile,22,--,59,--,--,116,107,--,--,2023-10-02
Via Sacco Pescara (PE),Mediocre,25,--,79,--,--,130,116,--,--,2023-10-01
Via Sacco Pescara (PE),Mediocre,25,--,60,--,--,124,116,--,--,2023-09-30
Via Sacco Pescara (PE),Accettabile,28,--,63,--,--,118,110,--,--,2023-09-29
Via Sacco Pescara (PE),Accettabile,29,--,55,--,--,111,102,--,--,2023-09-28
Via Sacco Pescara (PE),Accettabile,16,--,38,--,--,98,90,--,--,2023-09-27
Via Sacco Pescara (PE),Buona,10,--,26,--,--,72,71,--,--,2023-09-26
Via Sacco Pescara (PE),Buona,7,--,20,--,--,78,66,--,--,2023-09-25
Via Sacco Pescara (PE),Buona,13,--,32,--,--,72,58,--,--,2023-09-24
Via Sacco Pescara (PE),Mediocre,47,--,62,--,--,78,64,--,--,2023-09-23
Via Sacco Pescara (PE),Mediocre,41,--,55,--,--,92,81,--,--,2023-09-22
Via Sacco Pescara (PE),Mediocre,39,--,42,--,--,79,72,--,--,2023-09-21
Via Sacco Pescara (PE),Mediocre,38,--,70,--,--,92,87,--,--,2023-09-20
Via Sacco Pescara (PE),Accettabile,23,--,27,--,--,101,92,--,--,2023-09-19
Via Sacco Pescara (PE),Accettabile,17,--,27,--,--,96,91,--,--,2023-09-18
Via Sacco Pescara (PE),Accettabile,19,--,37,--,--,98,95,--,--,2023-09-17
Via Sacco Pescara (PE),Accettabile,18,--,42,--,--,105,102,--,--,2023-09-16
Via Sacco Pescara (PE),Mediocre,24,--,47,--,--,127,117,--,--,2023-09-15
Via Sacco Pescara (PE),Mediocre,26,--,49,--,--,122,110,--,--,2023-09-14
Via Sacco Pescara (PE),Accettabile,27,--,64,--,--,119,112,--,--,2023-09-13
Via Sacco Pescara (PE),Mediocre,27,--,61,--,--,121,116,--,--,2023-09-12
Via Sacco Pescara (PE),Mediocre,23,--,56,--,--,129,123,--,--,2023-09-11
Via Sacco Pescara (PE),Mediocre,23,--,36,--,--,133,127,--,--,2023-09-10
Via Sacco Pescara (PE),Mediocre,24,--,38,--,--,124,119,--,--,2023-09-09
Via Sacco Pescara (PE),Accettabile,19,--,40,--,--,117,113,--,--,2023-09-08
Via Sacco Pescara (PE),Accettabile,17,--,44,--,--,97,96,--,--,2023-09-07
Via Sacco Pescara (PE),Accettabile,17,--,13,--,--,102,99,--,--,2023-09-06
Via Sacco Pescara (PE),Accettabile,20,--,54,--,--,101,97,--,--,2023-09-05
Via Sacco Pescara (PE),Mediocre,16,--,33,--,--,129,120,--,--,2023-09-04
Via Sacco Pescara (PE),Accettabile,13,--,55,--,--,110,106,--,--,2023-09-03
Via Sacco Pescara (PE),Accettabile,14,--,44,--,--,108,103,--,--,2023-09-02
Via Sacco Pescara (PE),Accettabile,15,--,43,--,--,102,99,--,--,2023-09-01
Via Sacco Pescara (PE),Accettabile,13,--,34,--,--,101,97,--,--,2023-08-31
Via Sacco Pescara (PE),Accettabile,15,--,12,--,--,91,89,--,--,2023-08-30
Via Sacco Pescara (PE),Accettabile,30,--,70,--,--,96,89,--,--,2023-08-29
Via Sacco Pescara (PE),Mediocre,32,--,39,--,--,122,115,--,--,2023-08-28
Via Sacco Pescara (PE),Mediocre,32,--,40,--,--,141,128,--,--,2023-08-27
Via Sacco Pescara (PE),Mediocre,33,--,64,--,--,127,121,--,--,2023-08-26
Via Sacco Pescara (PE),Mediocre,26,--,61,--,--,131,123,--,--,2023-08-25
Via Sacco Pescara (PE),Mediocre,24,--,37,--,--,122,118,--,--,2023-08-24
Via Sacco Pescara (PE),Mediocre,26,--,31,--,--,123,117,--,--,2023-08-23
Via Sacco Pescara (PE),Accettabile,28,--,48,--,--,116,112,--,--,2023-08-22
Via Sacco Pescara (PE),Accettabile,25,--,18,--,--,115,112,--,--,2023-08-21
Via Sacco Pescara (PE),Mediocre,21,--,31,--,--,134,122,--,--,2023-08-20
Via Sacco Pescara (PE),Accettabile,19,--,60,--,--,119,113,--,--,2023-08-19
Via Sacco Pescara (PE),Mediocre,22,--,38,--,--,125,123,--,--,2023-08-18
Via Sacco Pescara (PE),Mediocre,17,--,54,--,--,130,120,--,--,2023-08-17
Via Sacco Pescara (PE),Mediocre,20,--,48,--,--,121,118,--,--,2023-08-16
Via Sacco Pescara (PE),Accettabile,14,--,35,--,--,106,103,--,--,2023-08-15
Via Sacco Pescara (PE),Accettabile,11,--,44,--,--,120,111,--,--,2023-08-14
Via Sacco Pescara (PE),Accettabile,12,--,68,--,--,106,104,--,--,2023-08-13
Via Sacco Pescara (PE),Accettabile,14,--,44,--,--,104,102,--,--,2023-08-12
Via Sacco Pescara (PE),Accettabile,11,--,49,--,--,112,110,--,--,2023-08-11
Via Sacco Pescara (PE),Accettabile,9,--,51,--,--,106,103,--,--,2023-08-10
Via Sacco Pescara (PE),Accettabile,6,--,56,--,--,103,95,--,--,2023-08-09
Via Sacco Pescara (PE),Buona,8,--,n.d.,--,--,n.d.,n.d.,--,--,2023-08-08
Via Sacco Pescara (PE),Buona,4,--,n.d.,--,--,n.d.,n.d.,--,--,2023-08-07
Via Sacco Pescara (PE),Accettabile,7,--,38,--,--,94,92,--,--,2023-08-06
Via Sacco Pescara (PE),Accettabile,20,--,44,--,--,113,107,--,--,2023-08-05
Via Sacco Pescara (PE),Accettabile,23,--,34,--,--,110,107,--,--,2023-08-04
Via Sacco Pescara (PE),Accettabile,19,--,43,--,--,106,101,--,--,2023-08-03
Via Sacco Pescara (PE),Accettabile,22,--,32,--,--,110,105,--,--,2023-08-02
Via Sacco Pescara (PE),Accettabile,17,--,40,--,--,111,106,--,--,2023-08-01
Via Sacco Pescara (PE),Accettabile,17,--,37,--,--,92,88,--,--,2023-07-31
Via Sacco Pescara (PE),Accettabile,15,--,37,--,--,95,91,--,--,2023-07-30
Via Sacco Pescara (PE),Accettabile,9,--,34,--,--,109,100,--,--,2023-07-29
Via Sacco Pescara (PE),Accettabile,n.d.,--,28,--,--,89,85,--,--,2023-07-28
Via Sacco Pescara (PE),Accettabile,12,--,14,--,--,98,89,--,--,2023-07-27
Via Sacco Pescara (PE),Accettabile,35,--,47,--,--,84,74,--,--,2023-07-26
Via Sacco Pescara (PE),Accettabile,29,--,39,--,--,90,83,--,--,2023-07-25
Via Sacco Pescara (PE),Accettabile,22,--,37,--,--,79,74,--,--,2023-07-24
Via Sacco Pescara (PE),Accettabile,30,--,46,--,--,87,77,--,--,2023-07-23
Via Sacco Pescara (PE),Mediocre,50,--,56,--,--,77,69,--,--,2023-07-22
Via Sacco Pescara (PE),Mediocre,42,--,36,--,--,82,79,--,--,2023-07-21
Via Sacco Pescara (PE),Mediocre,43,--,38,--,--,95,89,--,--,2023-07-20
Via Sacco Pescara (PE),Accettabile,n.d.,--,49,--,--,n.d.,n.d.,--,--,2023-07-19
Via Sacco Pescara (PE),Accettabile,n.d.,--,41,--,--,n.d.,n.d.,--,--,2023-07-18
Via Sacco Pescara (PE),Buona,20,--,26,--,--,n.d.,n.d.,--,--,2023-07-17
Via Sacco Pescara (PE),Buona,15,--,33,--,--,n.d.,n.d.,--,--,2023-07-16
Via Sacco Pescara (PE),Buona,15,--,31,--,--,n.d.,n.d.,--,--,2023-07-15
